450	878	2	884098534
454	210	4	881960361
452	97	4	885476560
109	122	2	880583493
489	355	5	891447872
215	636	2	891436690
459	255	4	879563613
226	507	2	883889146
312	855	5	891699538
416	316	3	888700030
195	508	3	886782519
523	83	5	883700870
447	845	3	878854678
551	405	3	892783612
495	831	1	888637325
450	132	5	882374422
354	9	3	891216607
315	276	4	879799526
484	1	5	881450058
327	644	3	887747410
336	125	3	877760032
303	1142	4	879544659
363	200	3	891495918
393	1239	3	889729508
286	763	2	876521809
290	69	4	880473696
399	48	3	882349868
542	508	3	886532762
480	298	2	891207665
439	288	3	882892424
435	834	5	884134910
189	97	4	893277579
503	385	1	880472298
407	172	4	875044037
339	737	3	891035180
2	287	3	888551235
535	454	3	879617894
92	1157	2	875812435
249	309	3	879571456
521	238	3	884478101
416	249	3	876697558
339	22	5	891033735
332	824	3	887938818
48	528	5	879434954
201	591	3	884140307
178	578	4	882828021
301	559	4	882078955
407	28	4	875042826
327	209	4	887747939
92	7	4	876175754
96	190	4	884402978
301	1135	3	882078906
405	707	1	885549309
270	447	4	876956360
314	806	4	877887802
308	195	5	887738619
421	117	5	892241624
224	689	3	888082246
90	762	3	891385250
10	33	4	877893020
184	747	3	889909672
435	1231	2	884134019
263	646	5	891299877
161	22	2	891171282
271	234	5	885848640
10	245	4	877886281
504	204	3	887838908
270	794	4	876955689
279	1361	3	878261977
453	239	3	877554927
363	77	2	891496587
276	298	5	874786467
459	323	3	879561708
364	262	3	875931432
460	302	4	882910837
48	183	5	879434608
141	333	5	887424639
186	568	4	879024014
210	483	5	887736482
451	995	1	879012721
453	651	4	877554743
379	153	4	880525284
239	1204	4	889178986
334	1198	3	891544735
535	953	5	879618019
380	168	4	885479436
474	517	4	887925916
68	475	5	876973917
217	720	3	889070011
527	190	4	879456362
437	179	4	881002345
293	291	2	888905377
276	974	2	874786945
548	264	4	891043547
458	8	4	886395899
181	290	2	878963168
526	315	5	885682102
106	1242	4	881516731
102	204	4	888803487
399	153	2	882351347
499	414	3	885599533
295	105	4	879519473
433	322	2	880585466
406	1220	3	882480802
286	212	1	877531830
378	200	3	880045681
516	523	3	891290649
543	79	4	877545356
511	294	4	890005011
216	943	5	881721799
178	469	3	882827870
508	218	2	883777237
94	49	4	891722174
138	487	3	879023853
220	264	3	881198524
370	176	4	879435217
87	111	4	879876611
313	449	3	891028323
370	64	4	879434745
374	176	4	880937692
494	748	1	879540720
430	100	5	877225570
303	928	3	879485589
194	28	5	879522324
12	168	4	879959513
16	109	4	877719333
544	312	2	884796086
347	333	5	881652077
279	172	2	878082751
311	209	2	884364502
239	268	2	889178512
99	345	3	885678696
506	222	4	884517178
286	217	3	877533447
532	682	4	877898976
429	457	1	882384438
293	14	3	888904985
389	81	3	880086972
552	13	3	879222238
537	1111	3	886031506
387	737	3	886484098
314	942	3	877888346
508	436	4	883777109
385	811	4	879443315
329	185	3	891656347
109	1035	2	880579787
541	210	5	883865575
504	50	3	887831293
64	588	4	889739091
237	485	4	879376553
405	1184	1	885547996
20	210	4	879669065
487	4	4	883531003
456	54	3	881375416
85	193	3	879454189
508	209	5	883767325
102	211	3	892993190
268	11	4	875309507
484	202	5	891195179
151	845	4	879525035
422	558	4	879744085
314	685	4	877886788
417	222	3	879646388
389	693	4	880088038
269	632	4	891447931
551	552	3	892784259
343	231	5	876407032
458	663	4	886398289
551	13	1	892783411
463	689	2	889936731
109	449	5	880581987
453	174	4	877554564
280	200	5	891702544
10	404	4	877886911
506	1279	4	880198144
545	101	4	879901538
113	116	3	875076246
15	243	1	879455362
389	1444	3	880088445
454	203	2	888267487
178	1048	2	884837073
439	475	3	882893220
447	963	5	878855963
197	22	5	891409839
201	381	3	884111986
380	423	3	885478218
407	732	4	876341443
429	755	3	882387685
363	193	3	891494962
498	171	3	881955866
203	222	4	880434318
465	1078	2	883532119
7	258	4	892135277
75	294	3	884049758
450	751	5	885945114
537	1068	3	886029974
454	654	2	888267419
182	126	5	885613153
532	373	3	888630658
320	1522	3	884751316
416	865	3	886316477
472	559	5	875981708
490	1128	4	875428765
343	63	4	876406062
450	1039	5	887137271
474	493	4	887925837
450	967	5	882373994
99	201	3	885680348
356	310	3	891405721
399	1192	3	882344638
478	219	2	889398289
540	7	4	882157011
314	699	5	877888527
407	91	4	875044337
72	628	4	880035857
128	815	3	879968827
442	800	3	883390139
210	208	5	887730443
85	99	5	880838306
453	721	4	888205696
455	318	3	879111528
303	1013	1	879544860
454	1107	4	888267617
535	607	5	879618700
234	1445	4	892336286
425	230	4	878738644
435	473	3	884133544
175	419	5	877108098
308	655	4	887738664
325	502	4	891479058
533	525	3	879191770
538	202	4	877108250
450	1603	3	887139728
437	512	4	880140978
280	1207	4	891701998
298	118	4	884183016
447	435	4	878855756
293	831	3	888905286
60	506	5	883327441
541	399	3	883866093
407	118	3	876338309
482	301	4	887643315
506	655	4	874873892
85	14	4	879452638
454	248	3	881959238
269	66	1	891451063
387	117	3	886480788
507	892	5	889964809
5	416	1	875721196
342	68	3	875319992
56	88	1	892683895
222	468	2	881060412
207	248	3	877878409
201	191	4	884114471
22	184	5	878887869
497	298	3	879310580
328	186	4	886037065
328	344	4	893195665
343	931	3	876403938
489	334	4	891448453
486	299	1	879874113
373	90	4	877103846
138	194	5	879024184
146	301	2	891457905
407	400	1	876348583
497	722	3	879362985
213	478	5	878956129
405	1265	2	885549942
347	50	5	881652456
92	204	4	875653913
7	593	5	891351851
534	1028	5	877807816
128	1035	3	879968921
326	96	3	879875057
472	633	4	875981428
503	514	3	880472102
299	47	4	877881508
449	170	4	880410652
459	832	3	879563758
545	73	4	879900121
456	92	4	881374048
532	515	5	889327324
497	155	3	879310522
504	1136	5	887840560
506	608	4	874874055
381	259	2	892698054
59	181	5	888204877
372	452	4	876869534
321	186	4	879440245
392	114	4	891038401
8	174	5	879362183
244	655	5	880605766
535	174	4	879617747
129	882	2	883244662
338	514	5	879438114
389	393	2	880088717
554	28	4	876232758
409	1537	4	881106605
144	117	4	888103969
528	751	4	888520371
250	237	2	878089753
440	319	2	891549397
217	550	1	889069842
227	460	2	879035963
492	86	3	879969454
125	399	3	892838509
372	100	3	876869388
230	650	4	880484778
437	684	3	880382747
244	246	5	880604302
399	382	3	882344134
405	1239	1	885548163
521	291	1	885254166
478	79	4	889388743
24	8	5	875323002
305	1073	1	886323591
497	692	3	879310379
382	258	2	875945173
59	174	5	888204553
450	472	4	882397813
184	956	3	889908693
346	358	4	886273570
313	479	5	891013652
533	357	3	879191085
521	427	3	884477630
553	511	5	879948869
298	97	4	884183063
128	497	3	879967102
294	240	3	877820294
128	26	4	879969032
280	219	2	891702199
125	914	1	892835594
132	127	4	891278937
348	7	4	886523302
412	114	4	879716874
330	470	5	876546267
32	405	4	883718008
125	585	4	892838463
416	388	2	886320177
464	181	3	878354998
536	143	5	882360425
269	644	5	891447593
442	210	3	883388609
365	1137	5	891303950
547	316	5	891282797
380	286	5	885477802
437	672	1	881002300
318	566	4	884496472
90	1199	5	891385652
10	174	4	877886661
385	273	2	879440557
497	748	4	878759432
347	1016	3	881652730
425	853	4	878738853
456	1220	3	881375051
550	259	2	883426119
421	213	3	892241491
83	871	2	891182319
453	471	4	888205557
398	82	5	875721348
380	217	2	885480093
455	694	4	879110870
556	327	5	882135508
101	597	3	877136928
249	125	3	879640210
387	246	3	886480623
57	126	3	883697293
104	333	2	888442305
426	607	4	879444734
181	1114	1	878963342
343	277	4	876402978
425	943	4	890347172
499	207	5	885599533
276	151	5	874786568
374	743	1	880394000
200	411	3	876042824
532	331	4	890021268
120	117	3	889490979
69	181	5	882072778
13	68	3	882397741
533	931	2	879366160
500	1111	4	883874529
85	182	4	893110061
518	717	5	876823963
421	175	2	892241576
161	50	2	891170972
442	281	3	883391299
495	69	3	888632070
500	1616	4	883875501
346	77	4	874950937
203	257	3	880434298
299	538	3	881605700
398	385	3	875723253
48	523	5	879434689
95	210	5	879196566
426	601	3	879444321
347	28	4	881654612
301	426	4	882076967
184	66	4	889910013
537	1073	3	886031149
405	1522	1	885548670
394	7	5	880888390
10	129	4	877891966
336	237	5	877759598
124	154	5	890287645
492	64	4	879969539
189	238	5	893265683
197	230	4	891409893
100	880	1	891375260
87	172	5	879875737
505	79	3	889333274
7	178	4	891350932
429	581	2	882385684
535	185	4	879617931
269	182	4	891447961
389	531	4	880086918
96	98	5	884403214
111	344	2	891680243
391	132	4	877398951
311	194	4	884364724
276	802	3	874792634
515	329	2	887660131
429	55	4	882384847
305	735	4	886324128
532	210	5	888637085
445	871	2	891200592
351	289	5	879481613
368	569	3	889783586
90	568	5	891385165
264	286	2	886121691
506	209	4	874873529
360	936	4	880354181
269	69	1	891448048
465	855	4	883531444
476	435	3	883364218
416	576	5	893213103
503	607	5	880472272
387	265	4	886483049
467	108	4	879532744
249	483	5	879572314
234	211	3	892079475
446	270	4	879786892
409	175	4	881107251
524	284	3	884323525
425	229	3	878738548
435	357	4	884131771
511	333	4	890004778
246	118	1	884923175
519	349	5	883250148
453	475	5	877552514
460	311	5	882912418
28	449	2	881961394
426	836	3	879444117
559	524	3	891035917
294	331	4	877818580
13	709	4	882139863
454	131	3	881960330
394	1371	2	880886546
385	127	4	879439667
459	111	3	879563201
537	1139	2	886032000
445	405	4	891200869
378	111	3	880044562
417	181	3	879646286
354	709	5	891217928
186	303	3	891717938
435	961	1	884133635
456	919	4	881371548
550	405	4	883426027
54	1	4	880931595
501	1278	3	883348372
251	117	4	886272009
234	393	2	892335108
375	183	5	886621917
370	323	2	879434333
79	268	5	891271792
331	414	4	877196504
151	582	5	879524563
334	312	2	891544286
495	679	3	888634784
535	203	3	879619035
87	1177	1	879877280
186	332	4	891719775
85	191	4	879455021
551	690	5	892775584
472	755	4	875981829
445	544	2	891200417
237	178	4	879376671
523	549	4	883703144
474	195	5	887923789
130	181	5	874953621
405	956	2	885546069
405	555	1	885546835
454	434	3	888267387
95	1133	3	880572416
373	191	4	877102549
16	237	5	877719504
478	392	2	889398571
201	1073	2	884111899
515	893	1	887660131
541	420	4	883874749
399	826	2	882349353
389	605	5	879991512
533	546	3	879192769
184	399	3	889910159
328	561	3	885049431
250	100	5	878089786
201	729	2	884140975
405	1104	1	885549408
482	295	3	887644063
416	357	5	893213645
429	81	3	882385243
269	241	1	891450405
381	1401	4	892697013
262	100	3	879962366
452	614	3	875562198
452	494	5	885805554
445	325	1	891199533
532	205	5	887788806
357	1034	2	878952222
551	365	5	892784524
336	383	1	877758935
553	182	3	879949290
293	636	4	888906576
6	495	4	883601366
486	748	2	879874218
270	250	2	876954223
433	754	3	880585162
62	1091	3	879376709
448	750	5	891888099
63	405	4	875748109
496	420	3	876069927
8	82	5	879362356
393	415	4	889730117
313	629	3	891028873
234	102	2	892335616
271	699	4	885849025
447	405	2	878854704
553	523	4	879948508
435	786	4	884133657
222	338	1	881058145
116	258	4	876451911
487	540	2	884050192
128	732	4	879967047
524	490	3	884634679
186	540	4	879024014
125	513	4	879454385
460	149	4	882912174
450	474	5	882812558
276	88	3	874791960
160	508	5	876768025
249	568	4	879572256
504	186	3	887840637
373	382	4	877100458
94	808	2	891723931
338	1	3	879438143
551	864	5	892785091
437	1090	1	880143092
518	458	3	876823266
113	50	5	875076416
339	663	5	891032952
494	507	4	879541207
527	513	4	879456030
264	211	5	886123472
38	395	3	892434164
370	484	4	879434937
262	559	3	879792792
130	894	4	884624087
90	528	5	891384065
495	1183	4	888637228
144	729	4	888105665
94	204	4	891721317
234	516	3	892079140
79	319	4	891271278
535	70	4	879618849
553	22	5	879949324
94	716	3	885873006
15	310	4	879455049
21	989	3	874951039
334	405	3	891547040
474	198	3	887925621
271	269	4	885844430
489	878	2	891448565
188	553	4	875071775
450	765	3	882471362
115	56	5	881171409
293	497	4	888906217
243	1465	3	879988215
70	1146	3	884151576
385	506	2	879445291
263	250	2	891300103
251	118	3	886272514
455	898	3	883768822
455	174	4	879111763
299	746	4	889502979
457	845	4	882393801
221	59	2	875245514
13	170	5	882139774
472	658	5	875983231
92	425	4	875812898
82	424	1	878768811
339	614	3	891034867
504	616	4	887910267
416	58	5	893212929
435	72	4	884132809
290	1047	4	880475757
472	1119	5	875983023
529	331	4	882535220
313	393	4	891015268
416	795	2	892440060
437	144	2	880141196
453	50	5	877562313
58	1089	1	892242818
24	582	4	875323368
94	143	4	891722609
234	515	5	892078424
269	428	5	891448980
295	134	5	879519556
293	204	3	888906012
500	275	1	883873439
560	7	3	879975718
181	118	2	878962955
456	101	3	881375284
202	242	3	879726342
181	749	1	878961586
506	148	3	877539905
458	357	3	886397275
334	1312	4	891628832
503	241	5	880383425
57	748	4	883696629
495	470	5	888637768
465	283	3	883530560
540	100	5	882156948
444	912	4	891978663
299	498	4	878192237
452	162	3	875277319
70	132	4	884067281
122	269	5	879269963
23	7	4	874784385
526	283	3	885682400
381	228	4	892697373
320	1091	4	884751462
276	144	5	874792401
21	760	1	874951293
343	930	1	876403587
424	323	5	880859084
42	471	4	881105505
87	449	3	879876110
58	70	4	890321652
118	551	5	875385306
416	462	5	893212895
92	78	3	876175191
385	961	4	879446868
452	60	1	887718917
38	247	5	892429460
128	692	4	879967197
464	1598	3	878355088
178	11	5	882826162
454	485	4	888267386
99	121	3	885679261
371	180	4	877487656
125	1185	3	892838509
216	318	5	880233564
116	297	3	890633075
339	511	5	891032885
79	116	5	891271676
204	262	4	892389137
26	405	2	891376986
269	42	5	891449646
548	248	4	891043852
561	51	3	885810834
215	202	4	891435295
537	70	4	886031786
234	528	4	892079689
211	520	4	879460096
497	720	2	879310941
5	162	1	875721572
332	746	5	888360129
500	120	3	883865826
551	286	4	892775466
33	682	4	891964274
429	578	3	882386942
554	8	4	876550526
354	1063	3	891218230
393	552	2	889729638
423	9	5	891395395
406	202	3	880131704
269	315	4	891446132
82	409	1	884714421
102	450	1	888802768
497	13	2	878759927
259	781	3	888630664
279	843	4	875314313
244	64	5	880605638
327	164	3	887746219
466	902	5	890283497
551	458	2	892784166
178	763	4	882824253
279	1121	4	875310101
38	313	5	892428216
394	746	2	880888313
450	482	5	882371904
503	747	3	880383424
551	31	4	892783451
560	123	2	879976542
303	619	3	879467574
511	355	2	890004827
425	244	1	878739015
43	280	3	883955806
536	230	5	882359779
303	168	5	879467223
447	1132	3	878855164
519	327	4	883248134
266	14	4	892258004
56	862	3	892910292
500	276	5	883865290
530	476	4	886198206
560	108	1	879976988
269	218	2	891450509
267	380	2	878973426
322	656	5	887314027
178	354	4	892239771
505	1285	3	889333711
508	88	3	883777299
326	33	2	879876975
508	109	3	883768886
60	212	5	883327087
11	238	3	891905032
15	257	4	879455821
533	345	3	888347628
361	190	5	879440573
537	588	1	886031473
541	781	5	883866093
526	301	2	885682031
511	358	1	890004916
18	582	5	880131450
1	256	4	889751712
268	1046	3	875745501
7	416	5	891353051
405	141	2	885548877
435	151	3	884132898
327	72	2	887819582
114	176	5	881260203
537	697	2	886031966
552	151	3	879222238
397	127	5	885349427
489	991	3	891445439
267	124	5	878970473
361	274	3	879441034
201	31	1	884114232
374	97	5	880394571
68	409	3	876974677
152	274	5	880149166
416	143	5	893213918
450	1261	4	882472964
373	165	5	877100354
327	340	4	887744167
450	614	4	882377479
532	468	5	893119491
373	497	3	877099317
456	202	3	881374586
109	413	3	880572382
58	209	5	884305019
429	168	5	882387773
360	284	3	880354991
536	204	4	882359938
230	216	4	880484444
286	805	3	878141931
454	194	3	881959698
504	132	5	887838815
374	64	5	880396256
501	1534	4	883348743
380	654	4	885478953
311	521	4	884366686
533	118	4	879192792
24	727	3	875322727
463	597	2	890531227
483	405	3	878952966
379	195	3	880525368
454	655	3	881959746
110	340	3	886987183
401	321	2	891031554
501	298	4	883347950
277	619	4	879543801
374	5	4	880937875
512	313	3	888578289
130	227	3	875801868
500	56	5	883873976
487	288	4	883440572
308	699	4	887737193
101	117	4	877136067
527	653	4	879456077
499	183	4	885599718
82	826	3	876311646
476	175	4	883364143
338	490	5	879438275
263	879	2	891297416
445	595	2	891200624
201	121	2	884114275
505	258	1	888630999
535	508	5	879617931
62	222	5	879372480
200	549	4	884129567
393	194	4	887746239
68	111	3	876974276
116	1254	2	876453377
57	1096	3	883697940
343	257	3	876402941
500	3	4	883865786
249	183	4	879572540
537	291	2	886030235
561	164	2	885809626
235	196	3	889655162
434	833	4	886724914
251	281	4	886272456
360	845	3	880354942
114	180	3	881309718
321	7	4	879438793
293	941	2	888907407
452	969	2	875276006
545	710	3	879900227
387	76	3	886484215
416	140	4	886317030
369	166	4	889428418
534	591	5	877807845
126	344	4	887853735
450	700	1	882469863
318	174	4	884495590
297	83	4	875774306
545	228	5	879899266
244	174	3	880605896
22	1003	1	878887277
351	678	4	879481675
189	656	4	893265568
481	435	5	885828510
349	15	4	879465785
90	356	4	891385752
429	151	5	882386870
542	8	3	886532908
308	96	4	887737432
532	685	5	892521554
504	416	4	887910294
151	198	4	879524472
479	840	1	879460547
532	586	4	888636373
397	156	5	885350381
401	168	1	891033442
385	461	4	879441942
540	50	5	882156948
145	17	3	875272132
454	97	4	881960029
532	591	5	893119335
131	242	5	883681723
387	123	3	886480970
497	250	3	879310581
189	516	1	893265568
456	282	3	881371694
15	323	1	879455311
345	655	4	884991851
553	1451	4	879949212
25	968	4	885852218
455	228	4	879111153
541	660	5	883865039
82	456	1	884714618
496	11	4	876067022
521	659	4	885253376
158	250	4	880132356
405	556	1	885546636
429	382	3	882386601
533	69	4	879438849
342	382	3	875320623
400	307	3	885676526
181	456	1	878962586
344	8	5	889814194
472	49	5	875982607
374	1277	3	880394331
405	1539	1	885546724
500	316	3	891916809
480	517	4	891208460
85	291	3	882994658
23	386	4	874789001
243	509	4	879988369
249	317	5	879572106
7	571	3	891353950
370	661	5	879435217
264	14	4	886122771
59	762	4	888203708
53	628	5	879443253
75	111	4	884050502
332	70	2	888360179
387	20	4	886480789
94	732	3	891721216
186	1046	3	879023751
545	25	2	880348933
561	23	5	885807888
504	372	4	887839195
25	186	4	885852569
320	679	4	884749306
295	22	4	879517372
328	601	4	885048004
548	1051	4	891415677
339	160	5	891033512
503	97	4	880383424
224	349	4	888082246
327	960	5	887745774
394	4	4	880888037
479	117	3	889125627
363	625	4	891498038
77	209	4	884752562
316	183	1	880853654
323	292	4	878738997
391	504	5	877398856
435	290	3	884132484
85	310	3	880838201
92	1028	2	876769174
303	586	2	879485659
60	168	5	883326837
280	197	2	891700836
468	8	4	875288196
198	6	2	884206270
434	844	3	886724505
501	844	4	883347023
249	117	4	879640414
446	690	2	879786892
483	286	3	878950353
385	631	3	879461422
94	864	2	891723397
325	208	3	891478771
537	3	2	886030317
554	582	3	876232758
262	294	2	879962366
489	872	2	891448530
380	38	2	885479537
54	930	1	880937813
246	1139	2	884923811
541	699	4	883864985
63	224	4	875747635
506	662	5	878044851
11	290	3	891903877
554	229	3	876369907
514	307	4	880210104
299	1103	4	889503013
533	180	3	879439379
479	288	3	879459836
267	1185	2	878973995
416	526	5	893214226
417	157	4	879647966
379	427	5	881996665
76	77	2	882607017
269	445	3	891450385
22	211	3	878886518
504	117	4	887831694
279	60	4	875310263
221	222	3	875244232
425	590	3	878737945
207	281	3	876018471
422	370	2	879744287
410	269	5	888627137
13	578	3	882397974
454	692	5	888267158
434	763	5	886724873
500	662	2	883876005
509	751	3	883590443
305	480	5	886322758
244	318	5	880603082
198	411	1	884206659
10	178	5	877888677
474	1050	4	887926106
541	423	3	883864985
95	448	3	879197783
386	685	4	877655085
249	471	4	879640241
380	139	1	885480414
114	679	2	881259741
256	151	5	882151623
354	89	4	891217547
339	130	4	891034040
246	173	5	884921227
393	85	3	889729375
508	115	3	883767383
479	463	4	879460984
506	1110	1	885135955
200	866	4	891825324
472	1053	4	875982397
327	11	4	887745303
318	56	3	884495561
223	993	4	891549876
474	633	4	887926436
417	323	3	879646820
472	455	4	883903686
556	496	5	882136252
181	1255	1	878962086
41	216	3	890687571
405	1444	2	885549005
450	92	4	887660650
363	54	3	891497440
479	182	4	879460984
226	224	4	883889690
28	195	4	881957250
343	1211	4	876406677
433	1005	5	880585730
10	11	4	877888677
494	100	5	879541475
234	1204	3	892078297
486	109	3	879874902
13	404	5	882399014
92	182	4	875653836
346	496	5	875260242
318	480	4	884495795
185	514	5	883524428
398	476	3	875652760
265	240	3	875320633
293	403	3	888906869
40	879	2	889041595
543	199	4	875663056
274	1152	4	878945939
530	1300	2	890627207
551	950	2	892783861
177	568	3	880130915
497	240	4	879309734
194	225	3	879543589
343	739	3	876406939
130	412	4	874953866
328	645	4	885046344
351	341	4	879481425
504	384	2	887912447
343	86	5	876404836
551	260	5	892775869
479	1039	4	879461015
95	72	2	880571389
374	318	2	880394886
457	403	4	882397177
526	875	3	885682264
535	137	4	879618502
505	56	1	889333560
417	474	4	879647118
436	347	4	887768398
552	252	2	879222002
377	508	4	891298549
286	818	2	877531281
194	86	3	879520991
533	26	3	879192035
320	588	3	884750766
542	399	2	886533172
144	654	4	888105823
152	794	5	886535773
94	53	4	891721378
465	286	4	883529338
301	39	3	882076292
158	123	3	880132488
447	204	4	878856458
411	568	4	892845634
538	191	5	877106665
246	92	1	884921661
463	596	3	877385731
498	919	4	881954451
545	524	4	879900185
456	60	4	881373838
537	459	3	886030381
468	582	3	875287535
479	421	4	879460762
92	411	4	875640189
7	507	5	891352383
429	1110	2	882387234
532	284	5	893119438
528	748	3	888520471
318	132	4	884495868
402	50	4	876266741
360	357	5	880355958
551	223	4	892776650
536	70	2	882359906
125	372	1	879454892
249	290	2	879640521
429	505	4	882384821
551	292	3	892775612
525	121	4	881085893
451	242	1	879012857
487	195	4	883446907
116	519	5	886310197
213	479	4	878955534
539	661	5	879788045
533	411	2	879365998
551	581	5	892783972
168	678	1	884287109
274	211	5	878946612
92	1214	2	876174925
157	685	3	886890372
548	118	5	891415855
520	289	4	885169052
7	646	5	891351383
551	181	2	892778074
416	416	4	886319038
10	182	5	877888876
87	181	5	879876194
85	610	3	879454582
345	1012	3	884994606
213	118	4	878870871
426	194	4	879444919
527	124	4	879455680
291	565	2	874867852
343	1194	4	876405129
551	22	5	892776650
470	19	4	879178813
489	330	4	891445277
553	434	3	879948771
253	689	5	891627775
481	514	4	885829045
409	207	3	881108715
524	185	4	884635204
499	176	4	885599447
429	520	3	882384603
293	463	4	888906619
501	249	3	883348411
521	423	3	884478792
537	58	4	886031719
33	678	4	891964306
13	1	3	882140487
303	1232	3	879484948
435	413	2	884134104
480	191	4	891208265
242	111	4	879741196
234	970	4	892335437
400	323	4	885676582
94	923	5	885882685
226	176	4	883888978
435	42	3	884131267
538	237	4	877109986
78	327	1	879633495
497	783	3	879362908
506	53	4	874874985
83	546	4	887665549
92	642	3	875654929
435	109	4	884132297
429	702	5	882387757
40	896	4	889041402
249	478	4	879572911
75	685	4	884050134
456	238	4	881373756
288	175	1	886629664
561	143	1	885810000
472	1	5	892790627
193	354	3	889123158
9	483	5	886960056
82	418	4	878769848
538	496	5	877107491
563	1035	4	880507204
18	478	5	880129691
474	495	4	887927728
554	696	3	876232023
326	780	2	879877326
256	739	5	882165135
409	156	2	881108715
469	705	5	879524302
504	94	4	887841158
542	265	4	886532238
286	819	3	876521835
122	660	3	879270644
519	909	5	883250148
194	1207	1	879555410
234	608	3	892078741
497	1157	2	879362178
385	384	1	884118861
537	1050	2	886031575
201	180	3	884140078
527	201	3	879456490
144	280	1	888104625
566	177	4	881650654
563	692	5	880506842
194	22	5	879521474
556	192	5	882136440
488	210	4	891294896
126	690	3	887853735
452	648	4	875273292
320	24	3	884748641
35	358	1	875459073
374	521	4	880395530
24	41	5	875323594
550	892	2	883426119
343	357	5	876408139
478	381	5	889397221
474	996	3	887927153
145	823	3	875271397
446	334	3	879787149
164	411	2	889402407
455	515	4	878585775
194	732	3	879522021
533	659	4	879439379
160	1197	4	876768609
472	99	3	875981595
342	357	3	874984234
58	116	5	884304409
533	845	4	882902989
406	133	5	882461684
276	461	4	874787526
342	1103	3	874984395
533	4	3	888845066
234	319	3	892334883
159	96	4	884360539
496	141	3	876067493
115	273	4	881169984
524	42	3	884636453
121	127	5	891388333
481	650	3	885828650
378	144	4	880046100
308	605	4	887740603
305	70	4	886324221
334	338	1	891544524
246	1028	3	884923653
115	177	5	881172117
543	694	4	874862966
256	288	5	882150122
497	3	4	879309715
515	243	3	887659667
195	809	3	877835548
378	21	3	880044944
527	203	4	879456662
532	242	4	888817735
534	1034	3	877808120
339	1526	4	891035116
537	654	3	886031506
466	95	2	890285788
407	712	2	876340043
354	281	1	891216915
121	250	2	891388676
491	273	5	891188230
295	137	4	879517271
382	177	4	875947005
6	203	3	883602864
184	529	4	889909445
308	517	4	887737483
387	663	4	886482883
7	665	4	891354471
532	241	5	892859148
407	403	4	875045658
399	118	3	882341383
378	1230	2	880334305
71	357	5	885016495
389	454	2	880086868
520	300	4	885168906
467	1016	4	879532671
109	177	4	880578358
58	1048	1	892242190
516	628	4	891290649
60	491	4	883326301
109	12	4	880577542
492	187	5	879969878
394	802	1	881058201
518	685	5	876823597
193	763	3	889127457
401	83	4	891033122
409	1393	1	881105367
385	650	5	880870205
464	1226	4	878355033
530	214	2	886202320
92	230	3	875656055
450	928	3	882397813
338	208	3	879438225
279	684	3	880825843
216	156	5	880233608
201	408	4	884111436
389	527	3	880086868
347	1039	5	881653830
405	1179	1	885547690
345	416	4	884992142
561	7	5	885808738
363	164	2	891496722
28	56	5	881957479
557	262	2	882458820
380	751	3	885481179
377	271	4	891295957
15	282	3	879456204
326	434	5	879875203
305	941	2	886324792
380	163	2	885478539
496	87	5	876073616
328	323	3	885044940
457	1140	2	882551344
463	1014	2	889936324
557	166	4	881179397
542	496	4	886532534
62	44	3	879374142
402	1060	3	876267041
244	754	4	880603960
360	304	4	880353660
521	228	4	884478007
391	282	4	877399894
18	461	4	880130713
545	89	3	879899125
222	11	5	878181534
456	693	3	881373949
389	631	5	880087493
451	308	1	879012890
141	823	3	884585437
110	196	4	886987978
417	380	3	879648860
552	225	3	879221876
503	382	4	880383174
52	13	5	882922485
147	270	3	885594204
457	105	3	882396001
149	337	2	883512968
405	1231	1	885548136
450	589	3	882813241
219	258	5	889386635
49	946	2	888067096
474	603	5	887923788
253	485	5	891628435
342	298	3	874984619
481	216	5	885828339
34	292	5	888602742
66	50	5	883601236
373	71	5	877098891
48	185	4	879434819
276	1194	3	874790875
498	182	4	881955596
541	763	3	883866068
232	750	3	885939690
416	245	2	876696788
453	214	3	877553928
545	229	3	879899380
168	597	3	884288112
13	654	5	881515295
435	713	5	884131385
359	546	3	886453373
533	427	4	879191373
532	721	4	874791671
152	49	5	882477402
406	173	2	879446684
537	488	4	886030622
346	375	1	875266176
417	385	5	879648184
276	915	4	892436368
75	405	4	884050164
539	242	5	879787770
524	161	4	884637095
455	57	4	879112460
31	875	4	881547938
295	202	5	879517943
429	83	4	882385168
399	301	4	882340242
378	736	4	889665232
381	705	5	892696209
413	250	3	879969674
479	175	4	879461102
561	805	3	885810240
124	144	4	890287645
214	705	4	891544414
385	507	3	879445631
546	17	4	885141411
417	340	3	880949136
484	56	5	891195057
440	937	5	891548567
223	125	3	891549294
236	127	5	890116032
308	214	2	887738104
145	762	3	875272926
160	282	4	876768025
536	727	3	882359697
523	935	5	883700186
548	458	3	891415512
87	657	4	879877740
437	1007	5	881002374
41	195	4	890687042
72	220	3	880035786
454	70	4	888267419
385	900	4	885168653
382	100	4	875945812
457	651	5	882396799
99	475	5	885678785
497	550	4	879310913
187	216	5	879465394
101	1132	3	877136954
543	179	4	874862879
542	69	4	886532552
18	42	3	880130713
145	412	4	888398492
318	1012	4	884471076
474	216	4	887924683
22	94	3	878887277
263	315	4	891296896
201	425	3	884140246
74	258	4	888333194
406	421	4	882480628
293	211	4	888906338
456	721	4	881373756
393	569	4	889728736
280	697	5	891701506
